 ,Label,Area,Mean,Min,Max,X,Y,XM,YM,Circ.,AR,Round,Solidity
49,NOR1-3B_points.jpg,0,143,143,143,825.333,2906.333,825.500,2906.500,0.000,0.000,0.000,NaN
50,NOR1-3B_points.jpg,0,126,126,126,684.000,3491.000,684.500,3491.500,0.000,0.000,0.000,NaN
51,NOR1-3B_points.jpg,0,99,99,99,1044.000,3469.667,1044.500,3469.500,0.000,0.000,0.000,NaN
52,NOR1-3B_points.jpg,0,127,127,127,1061.333,3564.333,1061.500,3564.500,0.000,0.000,0.000,NaN
53,NOR1-3B_points.jpg,0,149,149,149,1193.333,3535.000,1193.500,3535.500,0.000,0.000,0.000,NaN
54,NOR1-3B_points.jpg,0,126,126,126,1693.333,3350.333,1693.500,3350.500,0.000,0.000,0.000,NaN
55,NOR1-3B_points.jpg,0,124,124,124,2674.667,3824.333,2674.500,3824.500,0.000,0.000,0.000,NaN
56,NOR1-3B_points.jpg,0,127,127,127,2497.333,4471.667,2497.500,4471.500,0.000,0.000,0.000,NaN
57,NOR1-3B_points.jpg,0,134,134,134,2374.667,4611.667,2374.500,4611.500,0.000,0.000,0.000,NaN
58,NOR1-3B_points.jpg,0,127,127,127,2294.667,4698.333,2294.500,4698.500,0.000,0.000,0.000,NaN
59,NOR1-3B_points.jpg,0,125,125,125,2264.000,4691.667,2264.500,4691.500,0.000,0.000,0.000,NaN
60,NOR1-3B_points.jpg,0,147,147,147,2293.333,5010.333,2293.500,5010.500,0.000,0.000,0.000,NaN
61,NOR1-3B_points.jpg,0,134,134,134,2352.000,4993.000,2352.500,4993.500,0.000,0.000,0.000,NaN
62,NOR1-3B_points.jpg,0,138,138,138,2393.333,5001.000,2393.500,5001.500,0.000,0.000,0.000,NaN
63,NOR1-3B_points.jpg,0,131,131,131,2605.333,4799.667,2605.500,4799.500,0.000,0.000,0.000,NaN
64,NOR1-3B_points.jpg,0,157,157,157,2928.000,3905.667,2928.500,3905.500,0.000,0.000,0.000,NaN
65,NOR1-3B_points.jpg,0,144,144,144,2416.000,3241.000,2416.500,3241.500,0.000,0.000,0.000,NaN
66,NOR1-3B_points.jpg,0,123,123,123,2526.667,2442.333,2526.500,2442.500,0.000,0.000,0.000,NaN
67,NOR1-3B_points.jpg,0,135,135,135,1869.333,2681.000,1869.500,2681.500,0.000,0.000,0.000,NaN
68,NOR1-3B_points.jpg,0,126,126,126,1841.333,2697.000,1841.500,2697.500,0.000,0.000,0.000,NaN
69,NOR1-3B_points.jpg,0,79,79,79,843.000,4614.000,843.500,4614.500,0.000,0.000,0.000,NaN
70,NOR1-3B_points.jpg,0,80,80,80,764.667,4493.000,764.500,4493.500,0.000,0.000,0.000,NaN
71,NOR1-3B_points.jpg,0,81,81,81,708.667,4392.333,708.500,4392.500,0.000,0.000,0.000,NaN
72,NOR1-3B_points.jpg,0,91,91,91,800.000,4393.000,800.500,4393.500,0.000,0.000,0.000,NaN
73,NOR1-3B_points.jpg,0,76,76,76,884.667,4450.333,884.500,4450.500,0.000,0.000,0.000,NaN
74,NOR1-3B_points.jpg,0,75,75,75,472.000,4642.333,472.500,4642.500,0.000,0.000,0.000,NaN
75,NOR1-3B_points.jpg,0,85,85,85,402.000,4421.000,402.500,4421.500,0.000,0.000,0.000,NaN
76,NOR1-3B_points.jpg,0,78,78,78,1773.000,4443.500,1773.500,4443.500,0.000,0.000,0.000,NaN
77,NOR1-3B_points.jpg,0,76,76,76,1761.000,4336.500,1761.500,4336.500,0.000,0.000,0.000,NaN
78,NOR1-3B_points.jpg,0,81,81,81,1714.500,4411.500,1714.500,4411.500,0.000,0.000,0.000,NaN
79,NOR1-3B_points.jpg,0,81,81,81,1595.000,4386.500,1595.500,4386.500,0.000,0.000,0.000,NaN
80,NOR1-3B_points.jpg,0,80,80,80,1895.000,4335.000,1895.500,4335.500,0.000,0.000,0.000,NaN
81,NOR1-3B_points.jpg,0,81,81,81,2079.000,4413.500,2079.500,4413.500,0.000,0.000,0.000,NaN
82,NOR1-3B_points.jpg,0,78,78,78,2095.000,4314.000,2095.500,4314.500,0.000,0.000,0.000,NaN
83,NOR1-3B_points.jpg,0,82,82,82,1674.500,4204.500,1674.500,4204.500,0.000,0.000,0.000,NaN
84,NOR1-3B_points.jpg,0,77,77,77,1828.500,5022.000,1828.500,5022.500,0.000,0.000,0.000,NaN
85,NOR1-3B_points.jpg,0,86,86,86,1968.000,4984.000,1968.500,4984.500,0.000,0.000,0.000,NaN
86,NOR1-3B_points.jpg,0,80,80,80,1959.000,5144.000,1959.500,5144.500,0.000,0.000,0.000,NaN
87,NOR1-3B_points.jpg,0,80,80,80,1552.000,5133.000,1552.500,5133.500,0.000,0.000,0.000,NaN
88,NOR1-3B_points.jpg,0,77,77,77,1623.000,5180.000,1623.500,5180.500,0.000,0.000,0.000,NaN
89,NOR1-3B_points.jpg,0,76,76,76,2708.667,4420.667,2708.500,4420.500,0.000,0.000,0.000,NaN
90,NOR1-3B_points.jpg,0,77,77,77,2547.000,4353.333,2547.500,4353.500,0.000,0.000,0.000,NaN
91,NOR1-3B_points.jpg,0,93,93,93,593.000,4088.667,593.500,4088.500,0.000,0.000,0.000,NaN
92,NOR1-3B_points.jpg,0,83,83,83,575.000,4107.000,575.500,4107.500,0.000,0.000,0.000,NaN
93,NOR1-3B_points.jpg,0,77,77,77,513.667,4164.333,513.500,4164.500,0.000,0.000,0.000,NaN
94,NOR1-3B_points.jpg,0,83,83,83,701.000,4547.333,701.500,4547.500,0.000,0.000,0.000,NaN
